1,1,-65.91,-7.38,407.40,1179.96,-1,-1,-1,-1
1,2,397.79,280.52,118.41,314.42,-1,-1,-1,-1
1,3,874.00,154.95,241.71,630.51,-1,-1,-1,-1
1,4,542.33,266.62,102.29,324.35,-1,-1,-1,-1
1,5,735.58,322.63,50.85,134.03,-1,-1,-1,-1
1,6,794.63,328.28,46.05,120.41,-1,-1,-1,-1
1,7,1791.58,334.19,38.67,95.73,-1,-1,-1,-1
1,8,1631.83,336.98,36.91,90.31,-1,-1,-1,-1
1,9,1021.88,246.45,121.89,386.11,-1,-1,-1,-1
1,10,691.64,334.20,45.92,126.12,-1,-1,-1,-1
1,11,1854.39,327.04,38.79,112.33,-1,-1,-1,-1
1,12,1326.73,329.72,38.02,107.40,-1,-1,-1,-1
1,13,1652.47,334.18,32.37,81.82,-1,-1,-1,-1
2,9,1013.71,242.93,124.36,392.20,-1,-1,-1,-1
2,3,878.07,156.07,232.68,629.10,-1,-1,-1,-1
2,2,391.88,274.62,114.74,316.93,-1,-1,-1,-1
2,6,790.55,326.86,43.59,117.27,-1,-1,-1,-1
2,1,-98.77,-30.09,438.64,1247.45,-1,-1,-1,-1
2,5,733.08,322.27,46.56,133.58,-1,-1,-1,-1
2,8,1627.41,338.81,33.11,87.79,-1,-1,-1,-1
2,11,1854.79,326.55,38.63,114.18,-1,-1,-1,-1
2,7,1792.05,333.26,39.18,99.29,-1,-1,-1,-1
2,4,536.55,258.04,99.98,332.44,-1,-1,-1,-1
2,10,693.28,333.38,42.67,118.17,-1,-1,-1,-1
2,13,1652.36,335.33,31.36,80.37,-1,-1,-1,-1
2,12,1319.48,331.53,40.27,116.91,-1,-1,-1,-1
2,14,1831.56,329.92,37.07,104.96,-1,-1,-1,-1
3,3,873.66,156.98,226.73,626.25,-1,-1,-1,-1
3,1,-140.29,-56.03,462.47,1284.48,-1,-1,-1,-1
3,9,1012.40,243.36,125.60,392.36,-1,-1,-1,-1
3,5,730.13,322.68,48.42,132.97,-1,-1,-1,-1
3,6,789.25,328.47,43.95,119.02,-1,-1,-1,-1
3,2,383.39,272.38,117.97,321.02,-1,-1,-1,-1
3,4,534.51,261.48,100.79,334.87,-1,-1,-1,-1
3,8,1626.36,340.06,33.07,85.17,-1,-1,-1,-1
3,12,1318.48,331.77,39.05,116.78,-1,-1,-1,-1
3,10,692.56,333.29,42.64,118.84,-1,-1,-1,-1
3,7,1791.84,334.90,39.01,97.75,-1,-1,-1,-1
3,13,1652.57,337.56,30.22,76.32,-1,-1,-1,-1
3,11,1849.34,330.64,36.34,107.01,-1,-1,-1,-1
3,14,1830.90,331.72,36.73,102.41,-1,-1,-1,-1
3,15,1373.36,322.13,42.54,120.39,-1,-1,-1,-1
4,1,-172.13,-67.70,474.54,1276.98,-1,-1,-1,-1
4,3,875.81,156.39,221.44,628.56,-1,-1,-1,-1
4,9,1013.17,240.94,123.74,396.88,-1,-1,-1,-1
4,6,787.11,327.78,44.96,120.23,-1,-1,-1,-1
4,5,728.12,321.42,50.22,134.03,-1,-1,-1,-1
4,2,374.59,271.01,120.82,322.63,-1,-1,-1,-1
4,7,1790.60,339.85,39.26,98.84,-1,-1,-1,-1
4,4,527.82,262.03,101.10,334.22,-1,-1,-1,-1
4,10,686.65,332.26,43.00,121.01,-1,-1,-1,-1
4,12,1311.78,332.42,39.72,116.10,-1,-1,-1,-1
4,15,1374.11,324.52,40.17,116.91,-1,-1,-1,-1
4,8,1626.42,341.49,32.03,82.68,-1,-1,-1,-1
4,13,1650.67,342.59,29.65,78.16,-1,-1,-1,-1
4,11,1847.19,334.45,37.62,111.87,-1,-1,-1,-1
5,1,-193.34,-60.19,481.29,1286.56,-1,-1,-1,-1
5,3,872.98,158.36,212.03,624.18,-1,-1,-1,-1
5,9,1015.28,239.42,119.35,399.01,-1,-1,-1,-1
5,5,723.51,319.39,47.51,131.08,-1,-1,-1,-1
5,2,366.98,267.77,121.04,327.26,-1,-1,-1,-1
5,6,783.09,326.72,43.22,118.28,-1,-1,-1,-1
5,10,685.84,331.60,42.56,120.94,-1,-1,-1,-1
5,4,521.06,260.90,100.69,336.65,-1,-1,-1,-1
5,12,1310.39,331.50,40.01,117.97,-1,-1,-1,-1
5,15,1372.94,322.73,41.38,120.30,-1,-1,-1,-1
5,7,1790.19,340.01,39.04,99.03,-1,-1,-1,-1
5,8,1628.45,343.39,29.10,78.04,-1,-1,-1,-1
5,11,1841.35,336.61,37.11,107.57,-1,-1,-1,-1
5,13,1645.13,343.55,30.03,76.90,-1,-1,-1,-1
6,1,-235.25,-94.00,502.52,1320.10,-1,-1,-1,-1
6,3,878.14,155.72,201.30,627.29,-1,-1,-1,-1
6,5,721.69,317.50,48.23,131.38,-1,-1,-1,-1
6,2,361.92,264.59,126.83,331.09,-1,-1,-1,-1
6,7,1784.31,340.59,39.44,98.58,-1,-1,-1,-1
6,9,1006.74,236.46,121.87,404.73,-1,-1,-1,-1
6,4,519.19,258.97,101.55,340.50,-1,-1,-1,-1
6,11,1841.09,337.20,36.89,107.06,-1,-1,-1,-1
6,10,684.04,330.76,42.29,119.62,-1,-1,-1,-1
6,12,1309.42,331.58,39.47,117.94,-1,-1,-1,-1
6,6,782.35,325.83,42.46,118.10,-1,-1,-1,-1
6,15,1372.04,321.32,42.23,122.24,-1,-1,-1,-1
6,8,1620.05,343.05,31.22,79.72,-1,-1,-1,-1
6,13,1644.78,344.13,29.11,74.52,-1,-1,-1,-1
6,16,855.12,249.92,103.46,314.50,-1,-1,-1,-1
7,9,1008.22,235.18,119.35,408.12,-1,-1,-1,-1
7,3,881.11,154.00,195.77,632.58,-1,-1,-1,-1
7,5,720.97,317.41,48.56,132.29,-1,-1,-1,-1
7,2,354.37,261.84,127.37,337.83,-1,-1,-1,-1
7,6,780.69,325.53,43.15,118.80,-1,-1,-1,-1
7,1,-268.87,-95.94,520.89,1359.82,-1,-1,-1,-1
7,16,855.69,251.09,101.85,313.07,-1,-1,-1,-1
7,4,511.43,257.81,103.58,344.26,-1,-1,-1,-1
7,15,1365.61,320.55,43.92,125.20,-1,-1,-1,-1
