1,1,1475.06,413.19,76.51,182.93,-1,-1,-1,-1
1,2,470.50,427.26,68.79,180.62,-1,-1,-1,-1
1,3,549.03,434.57,59.70,167.79,-1,-1,-1,-1
1,4,1367.81,394.26,68.24,218.00,-1,-1,-1,-1
1,5,681.38,414.04,64.34,190.33,-1,-1,-1,-1
1,6,1169.92,415.19,35.32,111.24,-1,-1,-1,-1
1,7,855.75,430.12,22.72,68.95,-1,-1,-1,-1
1,8,588.64,423.89,56.60,176.38,-1,-1,-1,-1
1,9,726.15,417.38,56.98,174.22,-1,-1,-1,-1
1,10,1224.33,409.20,38.89,117.90,-1,-1,-1,-1
1,11,839.95,425.97,20.91,61.51,-1,-1,-1,-1
1,12,632.12,421.18,50.55,143.74,-1,-1,-1,-1
1,13,396.33,432.46,25.78,60.11,-1,-1,-1,-1
1,14,958.82,414.48,39.38,109.77,-1,-1,-1,-1
1,15,807.88,432.31,22.15,57.63,-1,-1,-1,-1
1,16,822.53,436.13,18.40,53.08,-1,-1,-1,-1
1,17,1188.33,411.29,32.16,102.46,-1,-1,-1,-1
1,18,1112.88,415.41,29.90,82.98,-1,-1,-1,-1
1,19,776.95,430.37,19.91,49.94,-1,-1,-1,-1
2,1,1466.44,413.30,78.13,183.34,-1,-1,-1,-1
2,4,1367.15,393.96,68.06,219.02,-1,-1,-1,-1
2,12,625.36,417.66,48.89,143.33,-1,-1,-1,-1
2,8,579.64,421.92,60.18,179.34,-1,-1,-1,-1
2,2,462.95,425.60,68.77,182.57,-1,-1,-1,-1
2,17,1184.67,412.00,32.49,101.39,-1,-1,-1,-1
2,6,1167.35,415.77,35.78,110.35,-1,-1,-1,-1
2,13,388.63,430.16,26.76,64.19,-1,-1,-1,-1
2,3,541.47,432.03,59.53,170.65,-1,-1,-1,-1
2,10,1221.25,409.83,38.95,117.00,-1,-1,-1,-1
2,9,718.07,418.67,57.19,170.77,-1,-1,-1,-1
2,5,671.80,410.09,68.60,197.44,-1,-1,-1,-1
2,18,1106.34,414.36,30.47,85.20,-1,-1,-1,-1
2,14,956.91,412.76,41.89,112.28,-1,-1,-1,-1
2,7,847.30,429.02,24.26,70.53,-1,-1,-1,-1
2,19,769.03,429.80,20.13,51.41,-1,-1,-1,-1
2,16,816.62,433.49,19.35,57.52,-1,-1,-1,-1
2,15,799.85,425.69,23.31,63.26,-1,-1,-1,-1
3,1,1459.23,414.75,76.62,181.33,-1,-1,-1,-1
3,17,1176.79,412.57,32.66,101.59,-1,-1,-1,-1
3,4,1360.27,395.01,67.55,218.58,-1,-1,-1,-1
3,13,379.14,429.18,27.27,66.20,-1,-1,-1,-1
3,12,618.47,418.87,48.22,140.82,-1,-1,-1,-1
3,14,950.47,413.61,40.71,110.73,-1,-1,-1,-1
3,2,455.57,427.44,67.54,178.64,-1,-1,-1,-1
3,8,570.39,422.82,62.11,177.84,-1,-1,-1,-1
